anime_id,description
98861,"Widely regarded as a trailblazer and top-tier professional player in the online multiplayer game ""Glory,"" Xiu Ye is dubbed the ""Battle God"" for his skills and contributions to the game over the years. However, when forced to retire from the team and to leave his gaming career behind, he finds work at a nearby internet café. There, when Glory launches its 10th server, he throws himself into the game once more using a new character named ""Lord Grim.""

Xiu Ye's early achievements on the new server immediately catch the attention of many players, as well as the big guilds, leaving them to wonder about the identity of this exceptional player. However, while he possesses 10 years of experience and in-depth knowledge, starting afresh with neither sponsors nor a team in a game that has changed over the years presents numerous challenges. Along with talented new comrades, Xiu Ye once again dedicates himself to traversing the path to Glory's summit."
112649,"The story follows Lloyd, a budding adventurer who just wants to get stronger. His plan? Head to the capital and discover his true power, even though he grew up being considered a weakling. So Lloyd heads out from his hometown, which interestingly exists directly next to the most dangerous dungeon. He might not think of himself as strong, but he’ll soon learn that there’s even more of a difference between him and other starting adventurers.

You know, because he grew up next to a deadly dungeon. He’s much stronger than he realizes.

(Source: Funimation)"
2246,"Mononoke is a spin-off of the Bakeneko story arc of Ayakashi: Japanese Classic Horror. It follows the Medicine Seller as he deals with various spirits or ""Mononoke"" in feudal Japan. Just like in the Bakeneko story, he combats with a series of tools and his vast knowledge of the supernatural on his side, but can only slay the Mononoke when he uncovers its form (Katachi), the truth behind its appearance (Makoto) and the reason for its unusual behavior (Kotowari).
(Source: Wikipedia)"
125368,OVA adapting both chapters of Kaguya-sama wa Kokurasetai Darkness and Chapter 96 of the main series.
12445,"60 years ago, a young woman was left to die in the abandoned school building behind the exclusive Seikyou Academy. No one knows why. No one knows how. But the horrifying tale and the legends of the ghostly haunting that followed live on to this day. Perhaps it's not so surprising then, that among Seikyou's many school clubs is one for students interested in ""paranormal investigations."" What might raise more than a few hairs, however, is that the founder of the club is the ghost herself. Unable to remember how she died and trapped in the grey land between life and death, Yuuko latches onto Teiichi Niiya, a freshman who can inexplicably see her, and together they and the other unsuspecting members of the club begin to unravel the many dark mysteries that surround Seikyou. Will unlocking the secret of Yuuko's gruesome death finally free her? Or will her sudden close association with a mortal have even stranger repercussions on both of their existences? 
(Source: Sentai Filmworks)"
20031,"Kazama Kenji likes to believe he is something of a delinquent. Moreover, others seem to like to agree that he is. Of course, Kenji's gang finds their way to a group of four not-so-normal girls—Chitose, Sakura, Minami and Roka—and all at once, whatever reputation he may have is nothing compared to the outrageous behavior of the girls. Shanghaied into joining their club, what will happen to his everyday life from that point on?"
131680,"As a lionhearted boy who can’t wield magic strives for the title of Wizard King, four banished Wizard Kings of yore return to crush the Clover Kingdom.
(Source: Netflix)"
98384,"The film's story involves a mystery case of power users around the world suddenly committing suicide one after another, in all cases after a strange fog appears at the scene. At a request from Ango Sakaguchi, the Armed Detective Agency head out to investigate Tatsuhiko Shibusawa, a power user who calls himself ""collector,"" and a man suspected of being tied to the incident.

(Source: Anime News Network)"
13161,"Hero defeats bad guy. Good triumphs over evil. The end. Or, at least that's how it usually goes. But what happens after the hero goes home? Our hero, Akatsuki Ousawa, is about to find out that sometimes the greatest adventure starts once happily ever after ends.
(Source: FUNimation)"
153930,"Anzu Hoshino is a ""non-heroine type"" high school girl who pays no attention to fashion or romance and spends every day playing video games. When the wizard Riri suddenly appears, Anzu is forced to participate in the Magical World's project to stop population decline. This romantic comedy depicts what happens when Anzu goes from living a life immersed in her three favorite things — video games, chocolate, and cats — to being surrounded by handsome guys. Anzu is steadfast in her claim that she never wanted to live in a dating simulation game. She meets a handsome guy who is so popular it hurts, a clean-cut and athletic childhood friend, and a beautiful rich young guy who is naive about the outside world. By meeting Anzu, they all begin to change gradually.

(Source: Netflix)"
